a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight
6,4,17,0.80995643,2.0250001,-6.1259999,4,659.87299
6,4,20,0.7962178,3.043,-6.5162401,4,699.93799
8,4,17,0.83559144,1.385,-6.7189498,4,660.81299
6,4,17,0.82621121,2.0280001,-5.9523702,4,632.80298
6,4,17,0.82165432,2.47,-6.4675899,4,646.82996
8,4,17,0.84046566,0.94300002,-6.2037301,4,646.78601
7,4,17,0.82149059,2.5179999,-7.7837701,5,684.87897
6,5,20,0.80603969,2.404,-6.1070099,4,671.88397
6,5,20,0.80230826,2.846,-6.6222301,4,685.91101
7,4,17,0.82577562,2.076,-7.2685499,5,670.85199
6,4,20,0.79229158,3.421,-6.2824998,3,660.901
6,4,19,0.80071008,3.2909999,-5.9924502,4,658.88501
6,4,17,0.80809903,3.132,-7.4152398,5,664.84796
7,4,21,0.79518902,3.9960001,-7.5494199,3,714.94897
7,4,20,0.80298865,3.418,-7.4473801,4,712.93298
7,4,20,0.79955,3.8599999,-7.9626002,4,726.95996
7,4,20,0.79857224,3.675,-7.3804002,3,702.93799
7,4,17,0.81705391,2.4000001,-7.0571399,4,672.86798
7,4,17,0.81302142,2.842,-7.57236,4,686.89496
7,4,17,0.81351256,3.2750001,-8.8142099,5,712.93298
7,4,21,0.79518902,4.289,-7.58217,3,716.96497
7,5,17,0.84061688,0.79500002,-5.9023099,4,631.77496
7,4,22,0.82398504,1.918,-6.02073,3,723.98102
8,2,10,0.95031393,-1.525,-1.5619299,2,406.328
8,1,13,0.88153017,0.59299999,-2.62798,2,520.591
6,2,4,1.0249451,-1.832,-1.43674,2,289.26801
11,3,10,0.90376103,-0.43540999,-2.6263001,5,583.49799
6,4,4,0.91490024,-1.799,-0.59046,3,323.30499
6,2,7,0.93724328,5.8787599,-7.1008401,5,563.992
7,3,14,0.84449399,2.1470001,-5.1517401,5,642.77399
7,4,16,0.8330732,3.5910001,-5.95331,5,684.85498
7,3,14,0.83952713,2.875,-5.4579,5,656.80096
7,3,15,0.83952713,2.4879999,-5.47895,5,656.80096
7,3,15,0.83480549,3.2160001,-5.78511,5,670.828
7,3,16,0.83480549,3.102,-5.6807199,5,670.828
7,3,16,0.83031142,3.8299999,-5.9868798,5,684.85498
7,3,16,0.83480549,2.829,-5.80616,5,670.828
7,3,16,0.83031142,3.5569999,-6.1123199,5,684.85498
7,3,18,0.82602876,4.0570002,-6.2097001,5,698.88196
7,3,18,0.82194304,4.7849998,-6.5158601,5,712.909
7,3,14,0.83903414,3.1210001,-5.90589,6,682.83899
7,3,14,0.83450025,3.849,-6.21205,6,696.86597
8,4,14,0.84848613,1.404,-5.0675201,6,683.82697
8,3,14,0.85309303,1.7130001,-5.4432201,6,684.81097
7,4,13,0.86174035,1.5599999,-4.94521,5,614.71997
7,4,13,0.85600668,2.2880001,-5.25137,5,628.74701
7,4,14,0.85285461,1.8789999,-5.0207901,5,628.74701
7,4,14,0.84752256,2.6070001,-5.3269501,5,642.77399
7,4,15,0.84752256,2.22,-5.348,5,642.77399
7,4,15,0.84246141,2.948,-5.65416,5,656.80096
7,4,16,0.90444309,2.6417601,-6.1037798,5,696.74396
7,4,16,0.89809507,3.36976,-6.4099398,5,710.771
8,5,16,0.861449,1.1849999,-4.8182502,5,658.77301
8,5,16,0.85608613,1.913,-5.1244102,5,672.79999
8,4,17,0.85194373,1.7970001,-5.1634302,5,672.79999
8,4,17,0.84696931,2.5250001,-5.4695902,5,686.82697
8,4,17,0.83959424,1.756,-4.9186802,5,685.84302
8,4,17,0.83505797,2.484,-5.2248402,5,699.87
7,4,15,0.84246141,2.6819999,-5.67521,5,656.80096
7,4,15,0.83765101,3.4100001,-5.98137,5,670.828
7,4,16,0.84246141,2.8340001,-5.5497699,5,656.80096
7,4,16,0.83765101,3.562,-5.8559299,5,670.828
7,4,13,0.8517977,2.6589999,-5.5521202,6,654.78497
7,4,17,0.83765101,3.276,-6.06499,5,670.828
7,4,17,0.8330732,4.0040002,-6.37115,5,684.85498
7,4,16,0.83765101,3.1919999,-5.7515402,5,670.828
7,4,16,0.8330732,3.9200001,-6.0577002,5,684.85498
7,4,15,0.83765101,3.089,-6.0024199,5,670.828
7,4,15,0.8330732,3.8169999,-6.3085799,5,684.85498
7,4,16,0.82871145,4.3189998,-6.25947,5,698.88196
7,4,17,0.8330732,3.6340001,-6.2667599,5,684.85498
7,4,17,0.8330732,3.6340001,-6.5802102,5,684.85498
7,4,17,0.82871145,4.033,-7.0954299,5,698.88196
7,4,17,0.82455087,4.6259999,-6.4822898,5,712.909
7,4,15,0.83723837,3.6140001,-6.8446498,6,690.81799
7,4,16,0.8328374,3.6670001,-6.7886901,6,704.84497
7,4,16,0.82863677,4.395,-7.0948501,6,718.87201
7,4,16,0.8328374,4.0240002,-7.1951599,6,710.89301
8,4,16,0.84182805,2.4349999,-5.53055,6,705.83301
7,4,17,0.82863677,3.7550001,-6.8501601,6,718.87201
7,4,17,0.82863677,4.4660001,-8.0238304,6,724.91998
8,4,17,0.83738941,2.484,-5.7449398,6,719.85999
7,4,17,0.82462305,4.125,-7.05193,6,732.89899
7,4,19,0.82078415,4.6389999,-7.5671501,6,746.92596
7,4,22,0.81678003,5.4860001,-8.6410904,5,740.96301
8,4,13,0.86236143,2.652,-5.16854,5,629.73102
8,4,18,0.8373245,3.451,-6.86551,6,734.87097
8,4,17,0.83475536,2.8510001,-5.6728301,6,725.90796
8,4,17,0.83314973,3.2119999,-6.0510998,6,733.88696
8,3,17,0.83058757,3.0439999,-5.9887099,6,733.88696
9,3,18,0.82709956,3.181,-6.4770999,7,796.94598
8,3,17,0.83058757,3.0050001,-6.1416302,6,733.88696
8,4,17,0.83738941,2.5220001,-5.59202,6,719.85999
7,4,13,0.84185439,3.543,-5.9556599,6,682.83899
8,4,19,0.84223217,2.5799999,-5.69241,5,700.854
8,4,17,0.83738941,2.523,-5.59202,6,719.85999
8,3,17,0.83058757,2.7520001,-5.8758898,6,733.88696
8,5,20,0.84150296,2.9530001,-5.62533,5,714.88098
8,3,17,0.8229115,4.6430001,-7.2855601,7,787.979
7,4,18,0.85493952,2.9460001,-6.33988,5,702.89398
7,4,13,0.84670156,3.1010001,-5.75389,6,668.81201
9,4,17,0.84790593,1.322,-5.2101598,6,727.88
7,4,16,0.83765101,3.296,-5.8769798,5,670.828
7,4,16,0.8330732,3.654,-6.0787501,5,684.85498
8,3,17,0.84683633,3.352,-6.6412702,6,754.90198
7,4,17,0.8330732,3.9100001,-6.0787501,5,684.85498
7,4,16,0.84670156,2.698,-5.6494999,6,668.81201
7,3,15,0.83017689,4.1259999,-6.62288,6,710.89301
7,4,18,0.82871145,4.0760002,-6.78198,5,698.88196
7,4,17,0.82871145,4.0960002,-6.9074202,5,698.88196
7,4,18,0.82455087,4.5380001,-7.4226398,5,712.909
7,3,17,0.83031142,3.4430001,-6.0079298,5,684.85498
7,4,15,0.83723837,3.858,-6.49193,6,696.86597
7,4,17,0.8330732,3.7379999,-6.3922,5,684.85498
7,3,17,0.83031142,3.5439999,-6.19594,5,684.85498
7,4,15,0.84185439,3.4159999,-5.9767098,6,682.83899
7,3,16,0.83031142,3.46,-5.8824902,5,684.85498
8,4,16,0.83738941,3.5209999,-6.41293,6,719.85999
7,3,18,0.81804091,4.7729998,-6.6132398,5,726.93597
7,4,15,0.84670156,2.974,-5.77494,6,668.81201
7,3,16,0.83031142,3.2909999,-6.1333699,5,684.85498
7,3,17,0.82604975,4.3460002,-6.6038899,6,722.90399
8,5,20,0.84992111,2.628,-6.2518101,5,757.90601
7,3,18,0.82602876,3.885,-6.52315,5,698.88196
7,4,17,0.9336971,3.6596799,-6.8071198,5,746.75098
7,4,16,0.83765101,2.585,-5.5339699,5,668.81201
7,5,18,0.83314973,3.142,-6.6115899,6,733.88696
7,3,18,0.82194304,4.5190001,-6.5369101,5,712.909
9,6,16,0.84558821,2.918,-7.0402098,7,744.87
9,4,16,0.84627581,1.6165299,-4.7387199,6,720.84796
7,4,18,0.9606781,4.6775999,-7.5104599,5,796.758
7,5,17,0.83572775,3.0829999,-6.5710402,6,733.88696
8,5,17,0.84097618,3.447,-6.4882102,6,734.87097
10,4,18,0.84562606,2.599,-5.9446998,6,779.91199
8,4,16,0.86301959,2.573,-5.8035302,6,725.888
8,4,16,0.83292788,3.8299999,-7.5301499,7,755.89301
7,4,16,0.82863677,4.7519999,-7.5013199,6,724.91998
8,4,18,0.85025775,2.858,-6.4105902,5,728.86401
8,4,19,0.84570098,3.4230001,-6.4869199,5,742.89099
8,4,19,0.84085268,3.645,-7.2583299,6,776.90796
8,4,20,0.85849398,4.5780001,-8.3198299,6,825.38
8,4,19,0.84504879,3.4360001,-7.1968598,6,762.88098
8,4,20,0.84085268,3.5239999,-7.0787802,6,776.90796
8,3,20,0.83443451,4.0450001,-7.6550202,6,790.935
8,3,17,0.85606492,1.85,-5.7924399,6,726.84796
8,4,17,0.86528414,2.1500001,-5.8304501,5,686.78296
8,4,15,0.861449,1.523,-5.4337802,5,656.75696
7,4,15,0.8517977,2.5320001,-5.5731702,6,654.78497
7,4,16,0.84114558,3.974,-8.2340202,7,744.86597
3,4,9,0.9904989,5.0443602,-4.6925802,2,491.19998
14,11,9,1.1739153,-5.2332602,0.37801999,3,537.20801
5,3,8,0.91836953,5.4380002,-6.84128,4,517.448
4,1,8,0.91031718,4.2020001,-5.56253,3,507.44901
5,2,11,0.91869706,3.8110001,-5.85044,4,576.51196
5,1,8,0.93502688,3.04,-4.1417298,3,494.41
6,1,9,0.93719119,4.4530001,-4.9895101,3,539.44702
5,1,8,0.91712427,3.7290001,-5.5405598,4,549.48596
5,1,8,0.95027095,3.586,-5.6750698,4,553.44897
5,1,8,0.95780826,4.0619998,-6.1143799,4,569.90399
6,1,9,0.99890107,4.9977598,-6.2871599,4,619.45502
6,1,9,0.95994771,4.9790001,-6.1282001,5,626.51898
7,1,11,0.92013872,5.7857399,-6.3464198,5,635.57599
4,1,10,0.97628123,5.4547601,-6.6975398,4,587.45697
4,1,9,0.93552411,4.1539998,-5.32763,3,525.43896
4,1,9,0.93552411,4.191,-5.32763,3,525.43896
5,1,9,0.98972929,5.9267602,-6.5480599,4,603.45599
5,1,10,0.98198783,6.6167598,-7.10044,5,629.49402
3,1,8,0.89585149,6.3499999,-6.8489099,4,528.47101
3,1,9,0.95239145,5.6539998,-7.0047498,4,545.414
4,1,9,0.90713769,6.0440001,-6.2571902,4,544.46997
3,1,9,0.96601236,7.0227599,-7.26336,4,582.44098
3,1,8,0.89585149,6.3470001,-6.36728,4,528.47101
3,1,9,0.94668323,7.0450001,-7.3491502,5,576.46198
3,4,10,0.92741865,5.4289999,-6.1865301,3,505.43698
6,1,9,0.94822621,4.302,-5.6112599,4,532.41901
5,1,8,0.9732511,4.4990001,-5.8558602,4,520.383
6,1,11,0.91590011,4.9520001,-7.2726002,4,580.46301
4,1,8,0.92910451,3.7320001,-5.4832902,4,516.41602
4,1,9,0.94737017,4.5380001,-6.3306499,5,560.44397
5,1,9,0.93069148,3.7249999,-5.5336699,4,546.44202
4,1,9,0.97044343,4.7259998,-6.6256299,5,578.43396
4,1,8,0.97812462,4.073,-6.0732498,4,552.396
4,1,8,0.95389211,3.885,-5.7782698,4,534.40601
4,1,8,0.91081667,4.3629999,-6.1176801,4,544.46997
4,1,9,0.9667846,3.6670001,-6.27352,4,561.41296
4,1,8,0.95389211,3.8829999,-5.7782698,4,534.40601
4,1,8,0.91965288,4.0640001,-5.4755802,4,530.44299
4,1,9,0.93790799,4.868,-6.3229399,5,574.47101
4,1,8,0.91081667,4.3990002,-5.9495001,4,544.46997
4,1,8,0.97431988,4.8439999,-6.5048499,4,582.87799
4,1,9,0.97379839,5.8969998,-7.4965401,5,625.37097
4,1,9,0.93790799,4.8699999,-6.3229399,5,574.47101
4,4,9,0.97952759,3.461,-5.8062401,3,525.39899
5,1,8,0.94435054,4.3249998,-5.3338099,4,532.41498
5,1,9,0.98401427,5.3189998,-6.47615,5,594.43298
5,1,8,0.93453473,4.6570001,-5.3260999,4,546.44202
5,1,10,0.98491347,6.2817602,-6.93503,5,640.47699
5,4,10,0.95829302,4.0349998,-5.30582,3,537.435
3,1,8,0.93873155,5.9089999,-6.5095,4,518.40698
4,1,9,0.99030375,4.66676,-6.5398402,4,584.41296
5,1,9,0.99263644,5.5917602,-6.3826499,4,614.43896
4,1,11,0.89764673,4.7420001,-5.6465001,4,547.51398
5,1,10,0.91670144,4.6820002,-4.9446402,3,537.47498
2,4,18,0.82832384,8.1379995,-7.5425,4,705.32196
3,1,10,0.96243656,7.4787598,-7.4287701,4,571.45801
4,1,10,0.944718,5.053,-5.33881,4,524.50397
3,1,9,0.91994417,6.1409998,-6.0588598,3,509.44
4,1,11,0.89763331,5.7719998,-5.8407001,3,521.47601
3,1,16,0.83954597,9.7959995,-9.9140596,3,603.66602
3,1,9,0.88264912,7.0250001,-7.1733499,4,531.51501
3,1,9,0.95409536,7.9070001,-8.1680098,4,586.37799
3,1,9,0.92339116,7.3559999,-7.4337201,4,551.93298
3,1,8,0.9467172,7.6079998,-7.60326,4,569.92297
5,2,9,0.93228513,4.2119999,-5.2790399,4,535.45898
5,1,11,0.9129017,3.7850001,-5.1094699,3,537.47498
5,1,9,0.94692582,4.3860002,-6.2776799,5,610.52002
4,1,8,0.96726352,4.4050002,-6.0655398,4,566.42297
4,1,9,0.92166501,4.0180001,-5.52596,4,560.46899
4,4,10,0.95417362,3.2620001,-5.5616398,3,537.435
4,4,9,0.94310093,3.6059999,-5.9851799,3,521.43597
3,1,11,0.88264912,6.7290001,-6.3777299,4,531.51501
7,4,2,0.94839913,-1.439,-0.94194001,3,282.25598
7,3,6,1.1407933,-3.8199999,-0.40445,3,425.16299
7,3,8,1.1931028,-4.7519999,-0.26355001,3,504.134
7,4,19,0.82720059,4.7509999,-8.0513897,5,719.98901
7,5,21,0.86636645,2.697,-6.7490902,3,703.34601
6,3,3,0.93365413,-0.41194001,-3.1823599,3,293.258
7,4,14,0.89940268,2.5657401,-5.13065,3,524.96198
7,5,19,0.89896971,2.66676,-6.4626799,3,710.85999
7,5,19,0.84685808,1.781,-5.7938399,4,695.927
7,5,23,0.8309654,2.0039999,-5.3302002,2,683.91602
7,4,22,0.82811654,1.476,-5.5055099,3,709.95398
7,4,19,0.83984262,0.89999998,-5.6304898,3,683.91602
7,5,19,0.84766686,1.249,-5.5549102,3,669.88898
7,5,19,0.85708851,0.89700001,-5.3902998,4,667.87299
7,4,19,0.84470582,0.458,-5.1152701,3,669.88898
7,5,22,0.86824036,1.803,-6.0067401,3,718.36096
7,4,19,0.84401315,0.89099997,-6.35712,4,695.927
7,4,19,0.8498224,0.059,-4.9134998,3,655.862
7,4,19,0.83934826,1.3329999,-6.8723402,4,709.95398
7,4,19,0.84470582,0.50099999,-5.42872,3,669.88898
7,4,19,0.83934826,1.432,-5.8694201,4,709.95398
7,5,19,0.85287923,0.80699998,-5.03969,3,655.862
7,4,20,0.83699131,0.81400001,-5.0092802,3,683.91602
7,6,22,0.87669736,2.152,-5.93116,3,704.33398
7,4,20,0.83080453,1.007,-5.4143801,3,707.93799
7,4,19,0.84891158,0.54799998,-5.4658799,4,681.89996
7,4,19,0.83490056,1.874,-6.3846402,4,723.98102
7,4,21,0.82806325,2.1289999,-6.0906401,4,738.008
7,4,23,0.82388657,1.655,-5.4057798,2,697.94299
7,4,22,0.83244705,1.077,-5.30374,3,695.927
7,4,22,0.82407659,2.45,-6.2596598,4,750.01898
7,4,22,0.82388657,0.73000002,-4.8814502,2,695.927
7,4,21,0.83244705,1.155,-5.3364902,3,697.94299
8,4,19,0.85311055,0.024,-5.4067502,4,711.92596
8,4,22,0.8432954,2.6960001,-7.0945702,3,770.00598
7,4,23,0.82806325,2.1289999,-6.0578899,4,735.992
7,4,19,0.83934826,1.432,-6.1828699,4,709.95398
6,5,18,0.8065663,1.966,-5.5136299,3,620.836
7,4,19,0.89896971,2.79476,-6.9965701,3,708.84399
7,4,19,0.83270878,2.6359999,-6.3240299,3,682.92798
7,4,20,0.82414269,3.4560001,-8.6355896,4,730.97198
7,4,18,0.83227199,3.2179999,-8.2201004,5,728.95599
7,4,21,0.82815987,3.4260001,-8.1084204,5,742.98297
7,4,17,0.85860676,-0.054000001,-5.0643001,3,612.79297
7,4,18,0.85286117,0.51099998,-5.1406298,3,626.82001
7,4,18,0.84742117,0.95300001,-5.6558499,3,640.84698
7,4,21,0.83446628,1.529,-5.53087,3,666.88501
7,4,17,0.84658825,1.564,-6.3962402,4,666.88501
7,4,19,0.84165215,2.0050001,-6.4099998,4,680.91199
7,4,19,0.8282159,3.006,-7.6814799,4,716.94501
7,4,19,0.84658825,1.6059999,-6.20823,4,666.88501
7,4,18,0.84226298,1.352,-5.8576198,3,654.87396
7,4,21,0.82989669,1.928,-5.7326398,3,680.91199
7,4,20,0.8282159,3.049,-7.9949298,4,716.94501
7,4,19,0.84226298,1.395,-6.1710701,3,654.87396
7,4,18,0.84742117,0.91000003,-5.3424001,3,640.84698
7,4,19,0.83695585,2.165,-6.9644899,4,688.89099
7,4,19,0.83736527,1.865,-6.1848302,3,668.901
7,4,19,0.83270878,2.4990001,-6.5120401,3,682.92798
7,4,20,0.83927178,1.309,-5.54986,3,654.87396
7,4,20,0.83695585,2.447,-7.5521202,4,694.93896
7,4,20,0.83002794,1.844,-5.33845,2,656.89001
7,4,20,0.82414269,3.1400001,-7.6255202,4,730.97198
7,4,22,0.82554603,2.2690001,-6.0598502,3,694.93896
7,4,20,0.82414269,3.497,-8.0319901,4,737.01996
7,4,21,0.82002068,3.506,-7.93226,3,725.00897
7,4,22,0.82139891,2.7309999,-6.3870602,3,708.966
7,4,19,0.83270878,2.155,-6.5120401,3,682.92798
7,4,19,0.83736527,1.693,-6.1848302,3,668.901
7,4,19,0.8282761,3.0780001,-6.8392501,3,696.95502
7,4,19,0.83248228,2.6070001,-7.4797101,4,702.91797
7,4,18,0.84292549,1.046,-4.9292202,2,628.836
6,4,19,0.86520523,2.7307601,-7.1231499,3,672.78998
7,5,19,0.83976209,2.9560001,-7.40413,4,688.89099
7,5,19,0.84454465,2.5139999,-6.8889098,4,674.86401
7,5,20,0.83086377,3.8050001,-8.56001,4,716.94501
7,5,19,0.85486412,1.955,-6.1326499,4,652.85797
7,5,19,0.86044174,1.513,-5.6174302,4,638.83099
7,5,18,0.85607892,1.302,-5.5802698,3,626.82001
7,5,21,0.84226298,1.878,-5.4552898,3,652.85797
7,5,17,0.85486412,1.913,-6.3206601,4,652.85797
7,5,19,0.85053307,1.744,-6.09549,3,640.84698
7,5,19,0.85607892,1.302,-5.5802698,3,626.82001
6,4,21,0.79092753,2.806,-5.5093598,2,632.84698
6,4,18,0.8065663,2.0940001,-6.0475202,3,618.82001
6,5,22,0.79145646,4.165,-7.2068701,3,668.88
7,5,19,0.81552827,1.846,-6.2936101,4,653.82501
6,5,22,0.79145646,3.872,-7.1741199,3,666.86401
6,5,19,0.80617321,3.1600001,-7.7122798,4,652.83698
6,4,18,0.81085557,1.652,-5.5323,3,604.79297
6,4,21,0.79229158,3.112,-6.4377599,3,658.88501
6,4,19,0.80736309,2.4449999,-6.34902,4,644.85797
6,4,22,0.79229158,3.1570001,-5.8108602,3,658.88501
6,4,19,0.80364889,2.0079999,-5.4263101,3,618.82001
6,4,22,0.79704666,3.0209999,-6.22404,4,670.896
6,4,21,0.79588825,2.6700001,-5.9225402,3,644.85797
6,5,19,0.88024932,2.0917599,-6.7139201,3,644.73596
6,5,19,0.80617321,3.1170001,-7.3988299,4,652.83698
7,4,19,0.80873549,2.043,-6.1876202,4,667.85199
6,4,19,0.87093043,2.2887599,-6.6079302,3,658.763
6,4,19,0.79969114,3.3139999,-7.29284,4,666.86401
8,5,19,0.82503933,0.80852997,-5.03547,4,654.81299
8,5,19,0.82503933,0.73900002,-6.3016901,4,654.81299
6,5,20,0.81987804,2.5869999,-6.6756201,3,634.81897
6,6,20,0.81144941,2.796,-7.6094599,4,667.85199
6,5,19,0.81594187,3.605,-7.7432199,4,674.88397
6,5,21,0.81551617,3.0969999,-6.7519498,3,648.84601
6,5,19,0.82932192,1.784,-6.0212002,3,606.76501
6,5,21,0.81137061,3.4960001,-6.9537201,3,662.87299
6,5,20,0.81551617,2.994,-7.00283,3,648.84601
6,5,19,0.8344447,1.342,-5.50598,3,592.73798
6,5,20,0.82932192,1.683,-5.83319,3,606.76501
6,5,20,0.8244735,2.145,-6.1603999,3,620.79199
6,5,22,0.81694621,2.3599999,-5.8962202,3,632.80298
6,5,23,0.81267381,2.701,-6.2234302,3,646.82996
6,5,23,0.80861253,3.1630001,-6.5506401,3,660.85699
6,5,23,0.8047471,3.5699999,-6.8778501,3,674.88397
6,4,16,0.83608347,1.2,-5.7368398,4,604.74896
6,4,20,0.8047471,3.5899999,-7.0986099,3,676.89996
6,4,19,0.81694621,2.3800001,-6.1169801,3,634.81897
6,4,22,0.80587322,2.9560001,-5.9920001,3,660.85699
6,4,20,0.80861253,3.191,-6.8968401,3,662.87299
6,4,19,0.8214466,1.9809999,-5.9152098,3,620.79199
6,4,22,0.80985123,2.5569999,-5.7902298,3,646.82996
6,4,21,0.8047471,3.5899999,-7.7255101,3,676.89996
6,4,21,0.8010636,4.0320001,-8.2407303,3,690.927
6,4,21,0.80008382,2.723,-6.1283498,2,660.85699
6,6,20,0.81144941,3.1210001,-7.2567401,4,673.89996
6,6,20,0.8150757,1.9450001,-6.4400201,3,633.83496
6,6,20,0.81084603,2.352,-6.76723,3,647.862
7,4,19,0.84470582,0.458,-5.1152701,3,669.88898
5,4,18,0.8097921,4.4530001,-8.5875502,4,641.87799
5,4,18,0.81398827,4.0110002,-8.0723305,4,627.85101
5,4,19,0.80580318,4.5869999,-8.5315905,4,655.90497
5,4,16,0.82799566,2.9679999,-6.9888601,4,591.81799
5,4,17,0.81840831,3.4460001,-7.9959998,4,613.82397
5,4,17,0.82793736,3.296,-7.89396,5,611.80798
5,4,16,0.83352017,1.7920001,-6.1721401,3,551.75299
5,4,17,0.82307059,3.4100001,-7.19063,4,605.84497
5,4,17,0.82307059,3.4809999,-7.3160701,4,605.84497
6,4,17,0.81965804,4.237,-8.3810596,5,668.90399
5,4,18,0.8097921,5.1360002,-8.1722603,4,647.92596
7,4,17,0.83165348,2.25,-7.6498299,5,684.90302
7,4,18,0.83447069,3.059,-7.70684,4,673.87598
7,4,18,0.83919728,2.6170001,-7.1916199,4,659.849
7,4,19,0.82997245,3.1930001,-7.6508799,4,687.90302
7,4,19,0.83447069,2.7509999,-7.1356602,4,673.87598
7,4,18,0.83971894,2.6889999,-6.34939,3,639.85901
7,4,17,0.84417015,2.052,-7.1152902,4,645.82196
7,4,18,0.83478791,3.131,-6.8646102,3,653.88599
7,4,18,0.82997245,3.4579999,-7.9086099,4,687.90302
7,4,18,0.83447069,3.016,-7.3933902,4,673.87598
7,4,19,0.82997245,3.1500001,-7.33743,4,687.90302
7,4,19,0.82568645,3.592,-7.8526502,4,701.92999
7,4,18,0.83478791,3.0880001,-6.5511599,3,653.88599
7,4,19,0.82565063,3.98,-8.0204897,3,681.94
7,4,19,0.83010453,3.5380001,-7.50527,3,667.91296
7,4,20,0.82159799,4.0419998,-8.8067598,4,715.95697
7,4,16,0.84940898,2.016,-6.6233702,4,637.84302
7,4,17,0.83417714,3.6700001,-8.4472303,5,699.914
7,4,19,0.83163768,3.0339999,-7.0136099,4,677.90796
7,4,20,0.81900096,4.7600002,-7.9952402,4,719.98901
7,4,20,0.82722259,3.122,-7.2089801,4,691.935
7,4,21,0.81516707,4.848,-8.1906099,4,734.01599
7,4,17,0.84417015,2.529,-6.9505801,4,651.87
7,4,17,0.83447069,3.7420001,-7.605,4,679.92401
8,4,17,0.84338903,2.8429999,-7.50035,5,700.90198
7,4,17,0.83417714,4.132,-8.5333996,5,705.96198
7,4,17,0.84348118,3.2479999,-7.5029602,5,677.90796
7,4,19,0.82997245,3.7709999,-8.1827898,4,693.95099
7,4,19,0.82565063,3.98,-8.0204897,3,681.94
7,4,19,0.83010453,3.5380001,-7.50527,3,667.91296
7,4,15,0.84849143,2.6689999,-7.1757498,5,663.88098
7,4,21,0.81200504,6.0339999,-9.6406298,5,774.08099
7,4,21,0.81200504,5.678,-10.06305,5,772.065
7,4,22,0.80860108,5.7659998,-9.9449701,5,786.09198
8,4,24,0.81766403,6.4390001,-10.41612,5,862.18701
7,4,20,0.81951302,6.0250001,-9.6967802,6,774.08099
7,4,20,0.8192659,5.1500001,-8.9236403,5,746.02698
7,4,19,0.82159799,4.8119998,-9.4641104,4,722.005
7,4,20,0.8155567,5.592,-9.4388599,5,760.05402
7,4,19,0.82326263,5.5830002,-9.4950104,6,760.05402
7,4,20,0.8155567,5.2360001,-9.8612804,5,758.03796
7,4,18,0.8314507,3.687,-7.56599,5,703.94598
7,4,18,0.8314507,3.98,-7.5987401,5,705.96198
7,4,18,0.82718015,4.5190001,-9.0096102,6,744.01099
7,4,19,0.83736527,1.721,-6.1222601,3,668.901
7,4,19,0.83270878,2.1630001,-6.6374798,3,682.92798
7,4,18,0.83010453,3.53,-7.06638,3,667.91296
7,4,16,0.84940898,2.0580001,-6.43536,4,637.84302
7,4,16,0.84940898,2.0580001,-6.43536,4,637.84302
7,4,16,0.85493571,1.6160001,-5.9201398,4,623.81598
5,1,11,0.84858936,3.0660601,-6.4281702,3,443.52798
8,3,1,1.0619701,-1.1720001,-2.3408,4,361.27499
8,3,1,1.0619701,-1.1720001,-2.3408,4,361.27499
8,2,1,1.0052545,-1.93194,-2.1487701,4,313.20999
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
14,10,8,1.1744921,-4.9699402,-0.32541999,3,507.18201
12,8,6,1.1267318,-4.0879402,-0.53784001,3,427.203
6,3,3,0.9441421,-1.07094,-2.1571,3,297.33899
14,10,8,1.180388,-4.9699402,-0.32541999,3,507.18201
6,3,3,0.9441421,-1.07094,-2.1571,3,297.33899
6,3,3,0.93827277,-1.07094,-2.1571,3,297.33899
6,3,3,0.93827277,-1.07094,-2.1571,3,297.33899
6,3,3,0.93827277,-1.07094,-2.1571,3,297.33899
6,3,3,0.93827277,-1.07094,-2.1571,3,297.33899
6,3,3,0.93251669,-1.07094,-2.1571,3,297.33899
6,3,3,0.9441421,-1.07094,-2.1571,3,297.33899
6,3,3,0.9441421,-1.07094,-2.1571,3,297.33899
6,3,3,0.92687058,-1.07094,-2.1571,3,297.33899
4,1,5,0.76995039,4.3699999,-4.33671,2,312.36499
7,1,11,1.1195626,-0.14394,-3.4330499,2,437.237
7,5,22,0.79476869,4.737,-6.6041398,3,704.86896
7,4,12,0.87497038,1.561,-4.4149599,4,552.51501
7,4,13,0.86822176,1.649,-4.2968798,4,566.54199
9,4,16,0.83295023,3.9330001,-7.4984899,5,667.67096
9,4,17,0.8285715,4.0209999,-7.3804102,5,681.698
10,3,17,0.87702793,0.50099999,-3.13098,4,635.66296
10,3,15,0.89025933,-0.38299999,-2.7274401,4,607.60901
10,3,14,0.89746612,-0.82499999,-2.5256701,4,593.58197
10,3,13,0.90511543,-1.267,-2.3239,4,579.55499
8,3,16,0.86472499,0.38600001,-2.4521899,3,552.56897
8,3,14,0.87904721,-0.498,-2.04865,3,524.51501
8,3,13,0.88694346,-0.94,-1.84688,3,510.48798
8,3,12,0.89539921,-1.382,-1.64511,3,496.461
7,7,5,1.0093353,-0.70499998,-0.72565001,3,339.26498
5,2,18,0.80118054,4.7467399,-7.2339301,2,435.569
6,3,5,0.95828682,-1.0549999,-0.77921999,2,253.218
